LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(pixel),(pixel),(pixel),(sec),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID178118,178118,106,4357.84521484375,69.1184979970023,65.75810936489346,0.0,215.0,215,1.5,1,,3737.3333333333335,3342.0,2081.0,6184.0,78484.0,1239.223520327682,818.0,811.0,364.0,1369.0,17178.0,312.7729208227592,0.30811299566859657,1.4207149109531028,0.299149177538287,1.2044338260592595
ID178119,178119,,2720.718505859375,64.65617978031788,102.2922251034252,0.0,215.0,215,1.5,1,,2390.809523809524,2432.0,1168.0,3884.0,50207.0,844.8121459263958,889.2380952380952,861.0,477.0,1519.0,18674.0,326.2687396551966,0.3019094819343107,1.3125346782027043,0.2971208279790227,1.2486055293298273
ID178123,178123,109,4431.90185546875,69.10634447580122,65.70440570139485,0.0,216.0,216,1.5,1,,3740.2380952380954,3390.0,2087.0,6266.0,78545.0,1268.7759023863082,834.047619047619,863.0,367.0,1376.0,17515.0,314.08525533531116,0.31011778049751787,1.3955990002821237,0.2966030333034136,1.214903682523914
ID178126,178126,110,4306.859375,84.77987956461298,104.20518409710833,0.0,216.0,216,1.5,1,,3657.809523809524,3454.0,2003.0,6059.0,76814.0,1233.1604769472472,749.4761904761905,736.0,222.0,1358.0,15739.0,361.24210981661855,0.3124400656954729,1.4122732250719265,0.1827609528819418,0.6411739975071761
ID178124,178124,111,1949.9395751953125,79.27145099391724,78.89040727112722,0.0,216.0,216,1.5,1,,1762.7142857142858,1575.0,1044.0,2883.0,37017.0,554.8207947488219,1215.5714285714287,1092.0,418.0,2042.0,25527.0,446.4884736954104,0.27378540551003294,1.3657563075714352,0.18815890525727855,0.8622842977636259
ID178125,178125,112,3835.9453125,72.7992073277005,81.02805779363308,0.0,216.0,216,1.5,1,,3254.7619047619046,2746.0,1972.0,5518.0,68350.0,1055.426686452541,1142.3809523809523,1037.0,361.0,2098.0,23990.0,553.4744326697012,0.30325145507500606,1.4351451366855186,0.15513557434770828,0.5543982160389241
ID178130,178130,110,4428.462890625,84.80495730215364,104.18339888295571,0.0,217.0,217,1.5,1,,3730.5238095238096,3499.0,2108.0,6212.0,78341.0,1264.5465044452742,746.7142857142857,753.0,232.0,1456.0,15681.0,370.83718029037254,0.3127090616235645,1.4055198696507538,0.18603397906798652,0.631678840337902
ID178128,178128,111,4335.0634765625,79.23181906992917,78.86783628171611,0.0,217.0,217,1.5,1,,3786.095238095238,3395.0,2334.0,6222.0,79508.0,1213.5370165249146,1215.5238095238096,1114.0,421.0,2161.0,25526.0,455.52251525557097,0.30002922727579306,1.4400545677739904,0.19059224104758687,0.8543302551100569
ID178129,178129,112,4459.55517578125,72.77479646285445,81.01429120211449,0.0,217.0,217,1.5,1,,3789.9523809523807,3216.0,2378.0,6375.0,79589.0,1226.0908398724166,1120.6666666666667,1034.0,328.0,2031.0,23534.0,539.7875816775829,0.30073953013278854,1.429358863578307,0.1664570490381339,0.5925390819499862
ID178127,178127,109,4154.73974609375,69.05897301543607,65.71311884447249,0.0,217.0,217,1.5,1,,3581.5238095238096,3230.0,1936.0,5798.0,75212.0,1200.089689108594,840.952380952381,874.0,353.0,1391.0,17660.0,324.73488820736156,0.3104077601395571,1.4138725004663144,0.3018678412473162,1.2009430135177401
ID178122,178122,110,4326.181640625,84.78549129453481,104.22089972348196,0.0,218.0,218,1.5,1,,3712.5714285714284,3577.0,2052.0,6067.0,77964.0,1257.3079404596383,739.5714285714286,727.0,191.0,1375.0,15531.0,366.59699554532244,0.3090460329553396,1.394220325271666,0.18128921848260127,0.6192085662413345
ID178120,178120,,1616.38916015625,79.31303466655942,78.83904007658515,0.0,218.0,218,1.5,1,,1535.4285714285713,1364.0,964.0,2439.0,32244.0,459.63796312190874,1213.6666666666667,1131.0,428.0,2027.0,25487.0,448.6629395585659,0.2595435502299827,1.376704635073587,0.19187939510495647,0.8709741212596862
ID178121,178121,112,4539.92724609375,72.81314325476951,80.99408260943665,0.0,218.0,218,1.5,1,,3773.4761904761904,3182.0,2252.0,6488.0,79243.0,1253.7572579669327,1121.5714285714287,1018.0,315.0,2086.0,23553.0,556.6606301355047,0.30754856301332,1.4158394987061087,0.16382233587192177,0.5672217198531517
ID178135,178135,,4535.65283203125,72.81716039977573,81.04493859182801,0.0,219.0,219,1.5,1,,3757.5238095238096,3216.0,2310.0,6440.0,78908.0,1240.4750952376116,1114.8095238095239,988.0,318.0,2063.0,23411.0,552.2739916968405,0.31506210080287317,1.451421626975515,0.16999425272995328,0.5865790999084526
ID178136,178136,110,3447.566162109375,84.79829226085054,104.22338650665256,0.0,219.0,219,1.5,1,,2953.190476190476,2824.0,1668.0,4877.0,62017.0,989.726104487884,749.1904761904761,737.0,212.0,1397.0,15733.0,362.4496680985677,0.30997845464914875,1.412127093830894,0.18638891507210853,0.6494826251040843
ID178133,178133,113,4511.056640625,72.85062880846571,81.00342421838963,0.0,220.0,220,1.5,1,,3771.8571428571427,3212.0,2185.0,6312.0,79209.0,1246.9282371377387,1120.857142857143,987.0,318.0,2019.0,23538.0,546.4701534131838,0.3134677329088263,1.4438338063381837,0.16515379332108185,0.5814590202509204
ID178131,178131,,3295.47265625,100.60621166871755,70.669040200808,0.0,221.0,221,1.5,1,,2848.5714285714284,2961.0,1285.0,4698.0,59820.0,1066.672985100334,664.0952380952381,655.0,207.0,1245.0,13946.0,335.31133365305516,0.30194900590904633,1.2386980196760404,0.24073353276765158,0.768546586674652
ID178132,178132,113,1448.0704345703125,72.83336447955489,81.0242746179042,0.0,221.0,221,1.5,1,,1277.6666666666667,1075.0,826.0,2124.0,26831.0,395.3458401619186,1127.4285714285713,1022.0,339.0,2078.0,23676.0,560.1571718213175,0.2916751916619529,1.4595418767716961,0.1672397855426141,0.5767513919726869
ID178134,178134,114,4140.92138671875,100.59716449606317,70.59706296891528,0.0,222.0,222,1.5,1,,3658.809523809524,3805.0,1668.0,5966.0,76835.0,1353.6102695771638,675.2380952380952,633.0,211.0,1288.0,14180.0,346.9561794754353,0.3000461069257679,1.2476862730278484,0.24551213781442482,0.7672507270366349
ID178145,178145,114,4180.8671875,100.63334118163398,70.6140768595926,0.0,223.0,223,1.5,1,,3658.285714285714,3795.0,1643.0,6039.0,76824.0,1353.4101057276448,659.6666666666666,627.0,215.0,1224.0,13853.0,328.8824004615226,0.3019720493933866,1.2538433683424677,0.23899068722260106,0.77379663636902
ID178139,178139,,4183.63037109375,100.61169271610659,70.550695354189,0.0,224.0,224,1.5,1,,3686.9523809523807,3832.0,1700.0,5937.0,77426.0,1376.0226915349351,660.4285714285714,618.0,221.0,1226.0,13869.0,338.94034451929315,0.30307588415102354,1.2463889835249717,0.23169147767009693,0.7330619966964206
ID178140,178140,115,4392.82275390625,66.8619192254383,78.73571991279557,0.0,224.0,224,1.5,1,,3694.0476190476193,3393.0,2060.0,6155.0,77575.0,1263.0381022039865,956.2857142857143,1068.0,358.0,1596.0,20082.0,411.69614315137113,0.3118704617758659,1.3905907070849286,0.29227799227799234,1.0507055646921186
ID178146,178146,115,4386.82568359375,66.86347741170555,78.71446654685458,0.0,225.0,225,1.5,1,,3733.095238095238,3465.0,1992.0,6193.0,78395.0,1275.7137180716488,944.3809523809524,1040.0,363.0,1597.0,19832.0,405.6405399107042,0.31193219020046314,1.3915366400823472,0.2885452537197063,1.0426777881852927
ID178138,178138,117,2963.3115234375,69.06193906587443,94.59448989643995,0.0,226.0,226,1.5,1,,2589.1428571428573,2334.0,1413.0,4220.0,54372.0,877.6873751920034,979.3333333333334,790.0,196.0,2169.0,20566.0,644.6915800080945,0.30376764679435303,1.3746352449652879,0.17156813876981358,0.4449155878997706
ID178137,178137,116,2026.474365234375,76.43667387930078,87.00119963841288,0.0,226.0,226,1.5,1,,1808.6190476190477,1699.0,947.0,2957.0,37981.0,619.5631909813942,1065.8095238095239,1003.0,299.0,2004.0,22382.0,548.3294282680457,0.29714314987790513,1.337424591519885,0.16646580197129698,0.5547803296154196
ID178147,178147,,2498.10888671875,89.96161322621785,74.15945828636602,0.0,227.0,227,1.5,1,,2158.3809523809523,1876.0,1334.0,3474.0,45326.0,696.9186090348339,782.7619047619048,740.0,323.0,1367.0,16438.0,315.81971198167867,0.3058108380628619,1.4506032237429476,0.3014141933951528,1.1480706225023964
ID178148,178148,116,4308.3779296875,76.43912266511556,87.02763778258887,0.0,227.0,227,1.5,1,,3721.095238095238,3495.0,1900.0,6121.0,78143.0,1320.348018696658,1021.2857142857143,986.0,277.0,1909.0,21447.0,519.248894351942,0.30754267882017794,1.3257507537143787,0.15742820715196412,0.5350448149112936
ID178149,178149,117,4344.046875,69.084659173294,94.59329472708401,0.0,227.0,227,1.5,1,,3714.7619047619046,3538.0,1982.0,6135.0,78010.0,1295.402752226577,975.5714285714286,744.0,185.0,2160.0,20487.0,660.7530228026635,0.30941165856432185,1.3552413180501464,0.1788110907325493,0.4479196848149366
ID178144,178144,119,4407.87060546875,84.00997402051395,103.28939833233497,0.0,228.0,228,1.5,1,,3718.7619047619046,3324.0,1978.0,6195.0,78094.0,1276.4483892724336,813.1428571428571,851.0,323.0,1220.0,17076.0,259.0521734543615,0.31157287472341066,1.384179218041409,0.12668250197941403,0.70586994279497
ID178142,178142,116,4306.80224609375,76.40233489214819,87.02370188497167,0.0,228.0,228,1.5,1,,3707.809523809524,3480.0,1912.0,6139.0,77864.0,1305.8742902380618,1016.7142857142857,986.0,294.0,1873.0,21351.0,509.7487756588674,0.3056515660600014,1.3293684608199334,0.15465422835124717,0.5342968063142712
ID178143,178143,118,4321.14990234375,69.049716481341,94.63806334451185,0.0,228.0,228,1.5,1,,3731.0,3496.0,1903.0,6122.0,78351.0,1281.0754076165852,975.8095238095239,808.0,195.0,2132.0,20492.0,643.0109345141511,0.3097547062179121,1.3775535690621692,0.17376330844079135,0.44931843481785827
ID178141,178141,121,3556.48388671875,69.1094593653559,65.72113143819477,0.0,228.0,228,1.5,1,,3063.8571428571427,2723.0,1740.0,5061.0,64341.0,1023.761167739541,835.8571428571429,821.0,383.0,1380.0,17553.0,322.17220328797544,0.3096204927792874,1.415090092656121,0.3039529765718584,1.2095350481874287
ID178150,178150,121,3928.66455078125,69.09950475022158,65.7122835250369,0.0,229.0,229,1.5,1,,3378.285714285714,3005.0,1909.0,5462.0,70944.0,1135.5740901789343,816.952380952381,846.0,353.0,1435.0,17156.0,326.6106973432555,0.3082992745655346,1.4020913168049556,0.30676289405783164,1.1743630166724677
ID178151,178151,166,2992.831298828125,73.94807639721185,79.93782644758235,0.0,229.0,229,1.5,1,,2525.7619047619046,2127.0,1736.0,4252.0,53041.0,799.9896189802655,1138.8095238095239,1102.0,396.0,1895.0,23915.0,481.8363434868336,0.3062757436014259,1.4805251640821344,0.1628415831955655,0.661951688086178
ID178154,178154,119,4387.8037109375,84.05515576945112,103.30507400882455,0.0,229.0,229,1.5,1,,3737.0,3337.0,2051.0,6180.0,78477.0,1265.40147779272,808.2380952380952,840.0,311.0,1276.0,16973.0,259.29807264264514,0.3096689404843858,1.3965641076987627,0.13654359635392682,0.7489542015224435
ID178152,178152,116,4199.3662109375,76.43738872791162,87.0447453344345,0.0,229.0,229,1.5,1,,3705.3809523809523,3548.0,1877.0,6013.0,77813.0,1283.3377371600384,1011.4285714285714,959.0,283.0,1881.0,21240.0,524.1613846353594,0.30075579172160455,1.3351809470124036,0.15424588861038088,0.5157217538248867
ID178153,178153,118,4399.86083984375,69.06540517032556,94.62051394897256,0.0,229.0,229,1.5,1,,3730.9523809523807,3482.0,1862.0,6196.0,78350.0,1318.5210455730494,979.0952380952381,755.0,188.0,2158.0,20561.0,654.7506322839181,0.30840380163529596,1.3339531014696977,0.1723267930068634,0.43962575048025365
ID178155,178155,166,4507.56884765625,73.95705933857172,79.97351862148321,0.0,230.0,230,1.5,1,,3774.9523809523807,3207.0,2580.0,6392.0,79274.0,1204.3270932844812,1129.857142857143,1077.0,377.0,1916.0,23727.0,500.3723898971931,0.312719798473649,1.4934144833563712,0.1589127408601363,0.6192530785337824
ID178158,178158,119,4342.33056640625,84.07494975838875,103.3000441316994,0.0,230.0,230,1.5,1,,3708.6666666666665,3341.0,1987.0,6178.0,77882.0,1254.7366390335994,814.8571428571429,805.0,311.0,1277.0,17112.0,259.715283669307,0.30999798156496,1.3988896479423625,0.13645306701865367,0.7534349487022378
ID178156,178156,,6361.7177734375,76.86754366660607,87.48642807822036,0.0,230.0,230,1.5,1,,6098.809523809524,5900.0,2900.0,9617.0,128075.0,2011.9124886298516,1180.904761904762,1131.0,503.0,1881.0,24799.0,441.45009964455835,0.2780899752390338,1.3191369456856987,0.17805778891488425,0.8086444895212764
ID178157,178157,118,4369.19775390625,69.07454511142643,94.6486059224024,0.0,230.0,230,1.5,1,,3726.0476190476193,3423.0,1880.0,6128.0,78247.0,1308.4168860187672,978.7142857142857,751.0,208.0,2160.0,20553.0,646.488139323309,0.31124382319733723,1.3519154839107421,0.17550670241286864,0.4520577907367387
ID178167,178167,166,3248.818359375,73.94962303942592,79.95735503553671,0.0,231.0,231,1.5,1,,2745.5714285714284,2337.0,1866.0,4584.0,57657.0,878.2201643909443,1119.904761904762,1028.0,369.0,1895.0,23518.0,483.91196562617716,0.3063485589994562,1.4662772934704023,0.16004365331376746,0.6385704977599521
ID178170,178170,119,4362.62060546875,84.03310488196882,103.29835910827646,0.0,231.0,231,1.5,1,,3736.3809523809523,3340.0,2109.0,6186.0,78464.0,1251.3822947521064,791.5714285714286,794.0,284.0,1303.0,16623.0,267.28403832413403,0.30783414554871935,1.405578993759937,0.13868838141231474,0.7214101888777772
ID178168,178168,120,7491.91259765625,76.94901873536821,87.60113884861457,0.0,231.0,231,1.5,1,,6951.0952380952385,6825.0,3561.0,11008.0,145973.0,2243.849680900258,1203.4761904761904,1256.0,491.0,1787.0,25273.0,402.9815900320533,0.28744563449845933,1.3832997339738642,0.19146930044256386,0.9598394284385371
ID178169,178169,118,4408.4951171875,69.07870823458441,94.63210978534552,0.0,231.0,231,1.5,1,,3713.8571428571427,3400.0,1883.0,6232.0,77991.0,1311.2540290010281,973.5714285714286,783.0,198.0,2104.0,20445.0,642.6146256838987,0.30876596815807683,1.3363979092534546,0.17692772644849317,0.45550517217495057
ID178160,178160,118,4383.482421875,69.07086080912647,94.61778907491166,0.0,232.0,232,1.5,1,,3725.3333333333335,3423.0,1976.0,6131.0,78232.0,1309.227380302342,982.1904761904761,755.0,206.0,2185.0,20626.0,651.9118513301947,0.31020203944489916,1.34736863229559,0.17687167014956243,0.4528621313967458
ID178161,178161,119,4411.20703125,84.05650280016143,103.29546650388284,0.0,232.0,232,1.5,1,,3735.5238095238096,3277.0,2033.0,6314.0,78446.0,1263.2258950420396,786.8095238095239,776.0,295.0,1262.0,16523.0,261.2551662738211,0.30937557376775554,1.3974049314270502,0.13523076658822722,0.7175068865658811
ID178159,178159,120,7457.66357421875,76.9875012930175,87.62422906625403,0.0,232.0,232,1.5,1,,6962.761904761905,6824.0,3608.0,11034.0,146218.0,2221.2713005115315,1205.904761904762,1280.0,524.0,1894.0,25324.0,402.7936077896352,0.28778494349019856,1.4009887895096562,0.18970913810214524,0.9547900609539653
ID178166,178166,119,4346.7548828125,84.08348512898347,103.33406387711402,0.0,233.0,233,1.5,1,,3742.5238095238096,3370.0,2035.0,6175.0,78593.0,1259.180472333002,786.1428571428571,776.0,325.0,1297.0,16509.0,261.63147473388705,0.31056591974986975,1.4086448560878047,0.1341714756801319,0.7109236386378435
ID178164,178164,,6466.84521484375,77.01999417832832,87.69754925020186,0.0,233.0,233,1.5,1,,6002.047619047619,5701.0,3109.0,9538.0,126043.0,1871.250557145955,1187.095238095238,1290.0,513.0,1769.0,24929.0,406.32645800660146,0.28660599905068623,1.4290163382107932,0.1883543277996925,0.926126065370348
ID178165,178165,118,4422.17333984375,69.06088351317064,94.62218009238237,0.0,233.0,233,1.5,1,,3731.0,3395.0,1965.0,6158.0,78351.0,1320.8530955409083,963.6666666666666,751.0,197.0,2042.0,20237.0,628.7448077983097,0.3107407012415073,1.3393129941988504,0.17260710534892987,0.4512202366264116
ID178162,178162,,4621.63623046875,69.42355164855765,94.51285163922023,0.0,234.0,234,1.5,1,,4520.0,4801.0,2097.0,6978.0,94920.0,1582.9039452853733,965.6666666666666,771.0,195.0,2072.0,20279.0,623.9643686408169,0.27338676003763007,1.2261144678753884,0.17419877826351293,0.4591989926411103
ID178163,178163,122,4416.11865234375,84.04780100757142,103.2965872959852,0.0,234.0,234,1.5,1,,3735.809523809524,3357.0,2042.0,6214.0,78452.0,1275.427521227593,793.4285714285714,772.0,305.0,1292.0,16662.0,270.9945703198814,0.3105749593849058,1.38823665682786,0.13934047899892302,0.7161450812182217
ID178176,178176,122,4421.46533203125,84.06274758264205,103.29949041039951,0.0,235.0,235,1.5,1,,3737.1428571428573,3281.0,2041.0,6268.0,78480.0,1272.9768374057041,761.7142857142857,753.0,322.0,1161.0,15996.0,233.1761443323787,0.31337663560199575,1.4009625350115313,0.1301698328166812,0.7524967282423702
ID178175,178175,,4978.1796875,69.51603780293848,94.55519993343447,0.0,235.0,235,1.5,1,,4938.333333333333,5261.0,2035.0,7746.0,103705.0,1731.631956662077,1105.3333333333333,1074.0,343.0,1960.0,23212.0,533.9956304440452,0.2656115327409328,1.1970197310536925,0.25297562818817304,0.8358370516293997
ID178174,178174,122,4423.51123046875,84.06431574249645,103.29024030097659,0.0,236.0,236,1.5,1,,3735.190476190476,3240.0,2074.0,6222.0,78439.0,1266.3653745680044,756.7142857142857,808.0,295.0,1236.0,15891.0,243.3937433166972,0.31193851673290696,1.4026174642386404,0.1345953037564593,0.7376348785272895
ID178173,178173,,4332.724609375,69.0429279846544,94.67900420114616,0.0,236.0,236,1.5,1,,3723.904761904762,3397.0,1982.0,6160.0,78202.0,1274.518336657496,950.9047619047619,765.0,200.0,2083.0,19969.0,628.8810622655054,0.3079499412524722,1.3758512283522002,0.1784423363479441,0.45791836923626533
ID178171,178171,123,4334.8779296875,69.06373930755485,94.59502539564122,0.0,237.0,237,1.5,1,,3712.1428571428573,3412.0,1897.0,6184.0,77955.0,1292.9632742546976,940.7142857142857,753.0,199.0,2023.0,19755.0,610.951564598794,0.30920816460200407,1.3561593903160436,0.17670709642833207,0.46245190397581304
ID178172,178172,122,2862.41845703125,84.08362308554659,103.28497720303099,0.0,237.0,237,1.5,1,,2467.6190476190477,2223.0,1360.0,4006.0,51820.0,831.9291722370647,752.952380952381,754.0,304.0,1216.0,15812.0,242.34963919727136,0.30634264394474137,1.3911440684562777,0.14409753626858648,0.7826158408772333
ID178178,178178,123,4324.14501953125,69.04510194030567,94.6027591157682,0.0,238.0,238,1.5,1,,3729.3333333333335,3456.0,1883.0,6067.0,78316.0,1290.7069897282395,936.0952380952381,703.0,201.0,2007.0,19658.0,611.6093446606179,0.3090191883399077,1.3641840625133952,0.17621893300823463,0.4586066215089275
ID178177,178177,124,2456.013916015625,72.79655944531203,81.01039486685217,0.0,238.0,238,1.5,1,,2113.5238095238096,1776.0,1237.0,3442.0,44384.0,687.080389695967,1022.9047619047619,921.0,302.0,1966.0,21481.0,501.1023752450097,0.30771950500883916,1.4476714538553583,0.15700743294193686,0.5540166268086599
ID178179,178179,124,2286.630126953125,72.80171054372616,81.02108027209755,0.0,239.0,239,1.5,1,,1948.5238095238096,1617.0,1202.0,3292.0,40919.0,626.5502070103895,1013.7619047619048,891.0,327.0,1881.0,21289.0,497.04173916904654,0.30344344280572105,1.4479894589246405,0.1536564879291192,0.543309741952626
ID178180,178180,123,4261.59423828125,69.06144501130703,94.62788178901641,0.0,239.0,239,1.5,1,,3693.1428571428573,3435.0,1952.0,6003.0,77556.0,1272.4857282387998,943.5714285714286,764.0,209.0,2031.0,19815.0,606.1053185238165,0.3047011027278004,1.3556144180787855,0.17854354856696775,0.47168841520670984
ID178181,178181,123,4370.74462890625,69.05914562694437,94.63071797363762,0.0,240.0,240,1.5,1,,3723.3333333333335,3445.0,1925.0,6135.0,78190.0,1307.9928261780847,939.2380952380952,724.0,195.0,2079.0,19724.0,615.2615626513576,0.3099182034067255,1.3469747678061486,0.17102421575248428,0.4459001744119968
ID178184,178184,123,4341.27685546875,69.07294994898761,94.65021185786873,0.0,241.0,241,1.5,1,,3708.6666666666665,3431.0,2032.0,6177.0,77882.0,1276.815543973887,949.6190476190476,745.0,191.0,2062.0,19942.0,621.9193256516858,0.30861127446862135,1.370000626553987,0.17875324176351934,0.4631017125253471
ID178187,178187,125,4280.333984375,69.0406899016614,94.60794718921954,0.0,242.0,242,1.5,1,,3706.3333333333335,3455.0,1978.0,6101.0,77833.0,1285.3869196990195,946.6666666666666,768.0,208.0,2054.0,19880.0,619.0041464589178,0.30519193320854304,1.348463713520191,0.18170672809005456,0.47032148984202987
ID178183,178183,125,4366.02880859375,69.04360398118463,94.63894891436306,0.0,243.0,243,1.5,1,,3716.2380952380954,3345.0,1949.0,6171.0,78041.0,1293.7883484079575,946.047619047619,739.0,187.0,2087.0,19867.0,628.74132011428,0.30913818410568256,1.3565551430842082,0.18023242861916605,0.459553821177139
ID178182,178182,125,4342.62890625,69.05824133101343,94.62043750265002,0.0,244.0,244,1.5,1,,3720.4285714285716,3580.0,1982.0,6194.0,78129.0,1290.0131228568403,941.4285714285714,696.0,191.0,2066.0,19770.0,617.7724962661069,0.3069612511056326,1.3547204380269582,0.17212859620258794,0.44757576886507583
ID178185,178185,125,4266.43798828125,69.03582162363283,94.59476333905727,0.0,245.0,245,1.5,1,,3715.4761904761904,3397.0,2008.0,6048.0,78025.0,1267.9667826503824,945.047619047619,760.0,198.0,2055.0,19846.0,620.5893550642386,0.3069076412850491,1.3762565730625946,0.1766519432010197,0.457245846140129
ID178186,178186,125,4379.68115234375,69.04442533037063,94.62729944383557,0.0,246.0,246,1.5,1,,3707.095238095238,3374.0,1988.0,6191.0,77849.0,1298.690760141224,932.5714285714286,721.0,196.0,2021.0,19584.0,614.8081466139312,0.3083205888778717,1.3453842507111504,0.1726243937488773,0.4465969263478965
ID178188,178188,125,4266.41064453125,69.0549506863497,94.62968178799898,0.0,247.0,247,1.5,1,,3716.714285714286,3501.0,1983.0,6085.0,78051.0,1273.2413024583025,948.3809523809524,777.0,204.0,2059.0,19916.0,619.9549561210456,0.3079291666142999,1.3745009882985177,0.18000636928523286,0.46671977574890733
ID178190,178190,125,4356.08203125,69.06782436850628,94.66970558986502,0.0,248.0,248,1.5,1,,3712.3333333333335,3463.0,1934.0,6205.0,77959.0,1282.8220973047405,948.8095238095239,729.0,184.0,2080.0,19925.0,620.3141638756622,0.3100316337376122,1.3697293267015151,0.17742650317624464,0.46097993179097907
ID178189,178189,,1886.1739501953125,101.40118924706792,69.82022999637903,0.0,248.0,248,1.5,1,,1693.5714285714287,1596.0,910.0,2732.0,35565.0,573.9525739491523,655.9047619047619,604.0,290.0,1077.0,13774.0,252.3529085946712,0.2941256737395102,1.3412631348171788,0.2878764857820736,1.1619687369927243
ID178191,178191,126,4327.3583984375,69.05455539595437,94.61793420227293,0.0,249.0,249,1.5,1,,3712.0476190476193,3463.0,1910.0,6149.0,77953.0,1292.3061354102779,933.8571428571429,743.0,197.0,2030.0,19611.0,603.4410729900878,0.30826550306285144,1.3536524244527863,0.17331897422090603,0.45719933476816726
ID178195,178195,126,4344.04248046875,69.06258719854068,94.64080291947705,0.0,250.0,250,1.5,1,,3725.3333333333335,3425.0,1979.0,6167.0,78232.0,1282.6194031486245,945.6190476190476,753.0,213.0,2077.0,19858.0,616.6736962276302,0.30605158212593153,1.3612303633521161,0.17490792373570785,0.45655850212182963
ID178196,178196,127,1255.85693359375,83.34328694380405,98.81092251619344,0.0,250.0,250,1.5,1,,1145.3809523809523,1116.0,635.0,1845.0,24053.0,377.17893315911437,644.4761904761905,613.0,279.0,1121.0,13534.0,241.43811195575958,0.2827069473515805,1.3385714524198158,0.24599521266801697,1.0540017415428595
ID178204,178204,126,4374.921875,69.0581671892912,94.62642235634753,0.0,251.0,251,1.5,1,,3721.285714285714,3513.0,1947.0,6246.0,78147.0,1298.9800284398964,944.2380952380952,751.0,186.0,2023.0,19829.0,616.6046468168972,0.30902786502173424,1.3525997024836445,0.17503444393416392,0.45622348981917343
ID178205,178205,127,4380.947265625,83.34546362891992,98.84059650031843,0.0,251.0,251,1.5,1,,3705.6666666666665,3503.0,1907.0,6225.0,77819.0,1302.2189652026013,604.2380952380952,594.0,269.0,977.0,12689.0,232.76939334068487,0.307841139459891,1.3396273144944444,0.22983729298166966,0.9702531542224172
ID178194,178194,127,4262.56591796875,83.33277520405323,98.85851947541546,0.0,252.0,252,1.5,1,,3705.095238095238,3471.0,1950.0,5976.0,77807.0,1281.5592028760086,597.1904761904761,557.0,285.0,999.0,12541.0,231.06246321019324,0.30608373795065696,1.3550643889084961,0.2348517483722476,0.983088117164766
ID178192,178192,128,1916.4715576171875,97.69514320926578,85.82508093059057,0.0,252.0,252,1.5,1,,1684.4761904761904,1603.0,908.0,2806.0,35374.0,562.2104249342607,874.1904761904761,796.0,382.0,1588.0,18358.0,360.41789897945125,0.29498009426623345,1.3649778230179466,0.2629768497815692,1.0100708651774664
ID178193,178193,126,4313.99560546875,69.03378411399633,94.59803135132417,0.0,252.0,252,1.5,1,,3713.0476190476193,3447.0,1925.0,6154.0,77974.0,1285.9753682007474,942.952380952381,766.0,189.0,2072.0,19802.0,610.7560459128076,0.30793472403649186,1.3595665133658443,0.17833101509212215,0.46731697308062853
ID178199,178199,128,4375.0654296875,97.67031967247235,85.82520757327727,0.0,253.0,253,1.5,1,,3737.5714285714284,3597.0,1949.0,6215.0,78489.0,1293.289316874943,831.8571428571429,828.0,347.0,1482.0,17469.0,340.88066617429126,0.30909909684521275,1.3647371682191585,0.25299908548066063,0.9854726441329241
ID178200,178200,,1453.69775390625,69.09366500530831,94.61157943482092,0.0,253.0,253,1.5,1,,1303.4285714285713,1158.0,729.0,2095.0,27372.0,434.7238860965166,938.952380952381,741.0,192.0,2036.0,19718.0,610.8115483674549,0.2881092718737867,1.3412454369760027,0.17769498965978064,0.4638832367406091
ID178201,178201,127,4357.33154296875,83.35334942232116,98.83205938157079,0.0,253.0,253,1.5,1,,3698.6190476190477,3566.0,1900.0,6175.0,77671.0,1298.571156163207,604.5714285714286,567.0,279.0,1055.0,12696.0,236.96277585911494,0.31071768336543154,1.3503944893666957,0.23449407474931627,0.9692601320855798
